|character|text|type|character_clean|gender|principal_character
1837||"(CONTINUED)
121.
199   CONTINUED:                                                  199
ISABEL (cont'd)
(spins to Giordano)
Call the tower! Don't let that
plane take off!"|unknown|||
1838||Giordano stares blankly at her.   But he doesn't move.|location|||
1839|ISABEL (cont'd)|"Do something! Do you realize
what's happening?! Do you
understand what's going on?!"|speech|ISABEL|F|True
1840||(deadpan)|unknown|||
1841|CAPTAIN GIORDANO|Yes, absolutely.|speech|CAPTAIN GIORDANO|F|True
1842||"Isabel blinks.   It takes a second to hit her. Rusty
approaches."|location|||
1843|RUSTY|"Guys. Get on there before they
leave without you. Thanks."|speech|RUSTY|M|True
1844||"(speaking like an
American)"|unknown|||
1845|CAPTAIN GIORDANO|"Hey, no problem. Good seeing you,
man."|speech|CAPTAIN GIORDANO|F|True
1846|ANDRIOTTI|Take care. See you back home.|speech|ANDRIOTTI|F|
1847|RUSTY|Thanks, Scooter.|speech|RUSTY|M|True
1848||Isabel is dumbstruck.|location|||
1849||200   EXT. TOULOUR'S VILLA -- DAY                                200|unknown|||
1850||"Toulour pulls up in a Ferrari.    His butler gets the door for
him."|location|||
1851|BUTLER|How was Rome, air?|speech|BUTLER|?|
1852||"Toulour answers by handing a small velvet bag to his butler
(a bag just big enough to hold the coronation egg)."|location|||
1853|TOULOUR|Put this in the safe, would you?|speech|TOULOUR|M|True
1854||"(CONTINUED)
122.
200   CONTINUED:                                                  200"|unknown|||
1855|BUTLER|"Of course, sir. Your guests are on
the veranda."|speech|BUTLER|?|
1856|TOULOUR|Guests?|speech|TOULOUR|M|True
1857||201   EXT. CIAMPINO AIRPORT -- DAY                               201|unknown|||
1858||"Isabel watches as the ""US Government"" Gulfstream containing
all the members of Rusty's crew that she arrested at the
museum taxis down the runway and becomes airborne. She turns
to Rusty."|location|||
1859|ISABEL|I hate you.|speech|ISABEL|F|True
1860|RUSTY|I love you.|speech|RUSTY|M|True
1861|ISABEL|This will ruin me.|speech|ISABEL|F|True
1862|RUSTY|"No, it won't. Not if you come to
Zanzibar."|speech|RUSTY|M|True
1863|ISABEL|What is it with Zanzibar?|speech|ISABEL|F|True
1864|RUSTY|It's where LeMarc is.|speech|RUSTY|M|True
1865||"Rusty points nearby at another private plane.    The pilot has
just opened the door and put the stairs down."|location|||
1866|RUSTY|"That one's ours.     We can be there
in three hours."|speech|RUSTY|M|True
1867||A beat.|location|||
1868|RUSTY|"Don't you want to meet him? He
wants to meet you."|speech|RUSTY|M|True
1869|ISABEL|"You're asking me to turn my back on
my whole life."|speech|ISABEL|F|True
1870||"(CONTINUED)
123.
201   CONTINUED:                                                201"|unknown|||
1871|RUSTY|Would you miss it?|speech|RUSTY|M|True
1872||ISABEL|unknown|||
1873|RUSTY|I'm a cop.     That's who I am.|speech|RUSTY|M|True
1874|RUSTY|"You're only a cop because your
father was a thief."|speech|RUSTY|M|True
1875|ISABEL|Who died in a Russian jail.|speech|ISABEL|F|True
1876|RUSTY|According to you mother.|speech|RUSTY|M|True
1877|ISABEL|What does that mean?|speech|ISABEL|F|True
1878|RUSTY|It means you should meet LeMarc.|speech|RUSTY|M|True
1879||202   EXT. VERANDA -- DAY                                      202|unknown|||
1880||"Toulour walks out to find Danny and Tess chomping on gourmet
nuts and sipping his special reserve brandy."|location|||
1881||(to Danny)|unknown|||
1882|TOULOUR|"Let me guess, you decided you did
want to give my lawyer a call. But
you lost his card."|speech|TOULOUR|M|True
1883||Toulour holds out another card to Danny.|location|||
1884|DANNY|"No, nothing like that. We just
came to collect our money."|speech|DANNY|M|True
1885|TOULOUR|"Not only did you fail, half of your
crew got pinched! Your plan was
not good."|speech|TOULOUR|M|True
1886||(to Tess)|unknown|||
1887|TOULOUR|"And you don't look anything like
Julia Roberts! I mean your..."|speech|TOULOUR|M|True
1888||"(motions ambiguously to
her body)"|unknown|||
1889|TOULOUR|...and your...|speech|TOULOUR|M|True
1890||(another ambiguous motion)|unknown|||
1891|TOULOUR|...and your ears.|speech|TOULOUR|M|True
1892||"(CONTINUED)
124.
202   CONTINUED:                                                202"|unknown|||
1893||"Toulour stops. Danny and Tess just look at him. Something
about their demeanor is troubling. Namely, that they look
completely untroubled."|location|||
1894|TOULOUR|"Oh, no. You stole it on the way to
Rome didn't you? I stole a replica."|speech|TOULOUR|M|True
1895||203   EXT. PARIS BUILDING -- DAY                               203|unknown|||
1896||"A repeat of the shot of the SMALL, SECURE BOX being taken to
a truck.
The truck moves out of the garage and on to the street as
before. This time the shot continues over to a door on the
side of the building. A YOUNG KID emerges with a backpack
over his shoulder."|location|||
1897||204   EXT. PARIS STREET -- DAY                                 204|unknown|||
1898||"The BACKPACK KID passes another guy, a NORMAL-LOOKING GUY,
who, after a beat, follows Backpack Kid."|location|||
1899||205   INT. PARIS TRAIN STATION -- DAY                          205|unknown|||
1900||"The Backpack Kid, followed by Normal-Looking Guy, walk
through the terminal and get in line. We swing over to see
Normal Looking Guy #2 looking at them."|location|||
1901||206   INT. TRAIN -- DAY                                        206|unknown|||
1902||"In motion. We start on the Backpack Kid, who is reading a
book. The Backpack is beneath his legs. Next to him sits
LINUS. Across from him is one of the Normal-Looking Guys. The
other Normal-Looking Guy is a row away, facing him.
Linus looks at the door of the car.
SAUL
Is making his way through the door. He looks drunk.
LINUS
Looks down at his copy of the French FHM.
SAUL"|location|||
1903||"(CONTINUED)
125.
206   CONTINUED:                                                 206"|unknown|||
1904||"Gets close and closer to Linus and the Backpack Kid.
LINUS
Puts his magazine away.
SAUL
Is almost to Linus's row, he stumbles a little, almost falls.
Then, with a loud WHOOSH the train goes completely dark. It's
gone into a tunnel. We hear Saul's voice CRY OUT.
In a few seconds, the train exits the tunnel and the lights
come back on.
SAUL
Has fallen into the lap of the BackPack kid. Linus and the
Normal-Looking Guy try to help him up.
He stumbles onward and collapses into a vacant seat."|location|||
1905||(in French)|unknown|||
1906|LINUS|He's completely drunk.|speech|LINUS|M|True
1907||"The BackPack Kid nods his head. Linus goes back to his book.
We drop down to see HIS BACKPACK also beneath his feet."|location|||
1908||207   INT. TRAIN STATION ROME, ITALY -- DAY                     207|unknown|||
1909||"Linus walks through the terminal, backpack over his shoulder.
Suddenly he stops and kneels to tie his shoelace.
Saul, seeing this and reacting, splits off into another
direction."|location|||
1910||208   INT. WAREHOUSE -- DAY                                     208|unknown|||
1911||Linus and Saul approach the group.|location|||
1912|DANNY|What happened?|speech|DANNY|M|True
1913||Linus puts his BACKPACK down.|location|||
1914|LINUS|"We thought someone was following
us."|speech|LINUS|M|True
1915||"126.
209   BACK TO TOULOUR ON VERANDA - DAY                         209"|unknown|||
1916|TOULOUR|"But that means you knew what to
steal before LeMarc proposed that I
challenge you for it. That means..."|speech|TOULOUR|M|True
1917||210   INT. RUSTY'S GARAGE -- DAY                               210|unknown|||
1918||"The image from the beginning of the film, with Rusty watching
the boiling cask. He's talking on the phone."|location|||
1919|RUSTY|Gaspar, it's Rusty. How are you?|speech|RUSTY|M|True
1920||"And this time we see what be is working on:
A PERFECT REPLICA OF THE CORONATION EGG.
In the warehouse in NYC, we see Danny and Rusty ""arguing"",
but from a different angle. They are smiling as they yell:"|location|||
1921|DANNY|"I'M TELLING YOU IT'S A DEATH
SENTENCE!"|speech|DANNY|M|True
1922|RUSTY|FINE, THEN STAY HERE!|speech|RUSTY|M|True
1923||211   BACK TO TOULOUR ON VERANDA - DAY                         211|unknown|||
1924|TOULOUR|LeMarc told you. Of course.|speech|TOULOUR|M|True
1925||"He looks deflated. It's probably just occurring to him that
he's never lost before.
He sits down."|location|||
1926|TOULOUR|To teach me.|speech|TOULOUR|M|True
1927||"He is silent.
Tess indicates to Danny that they should leave. Danny nods,
and they rise."|location|||
1928||"(CONTINUED)
127.
211   CONTINUED:                                                211"|unknown|||
1929|DANNY|"Well, we'll be in touch to make all
the arrangements."|speech|DANNY|M|True
1930|TOULOUR|No. Don't go. Please.|speech|TOULOUR|M|True
1931||Toulour gets up.|location|||
1932|TOULOUR|"You are my guests. I will celebrate
your victory. Besides, you may have
noticed, I don't like to be alone."|speech|TOULOUR|M|True
1933||212   EXT. VERANDA -- LATER                                    212|unknown|||
1934||They are toasting champagne.|location|||
1935|TOULOUR|"I am feeling more French by the
minute. To my first depression."|speech|TOULOUR|M|True
1936||213   INT. TAXI -- DAY                                         213|unknown|||
1937||Saul and Basher ride to the airport.|location|||
1938|BASHER|"So I think if you really analyze
it, you can see that it's
inevitable. It's time for us to
evolve, en masse. I have to help
bring that about whatever way I
can, you know. Otherwise, the
trajectory is fixed. You know what
I'm saying?"|speech|BASHER|F|True
1939|SAUL|"Mmm. Yes. But I'm through evolving,
I think. It's too tiring. I feel
pretty evolved. You know,
considering."|speech|SAUL|M|True
1940||214   INT. AIRPORT -- DAY                                      214|unknown|||
1941||"Frank and Yen buy magazines. Yen has a copy of an ITALIAN
TABLOID. The headline screams CO-STAR SAYS JULIA MARRIAGE IN
TROUBLE. A sub-headline reads HER ADDICTION TO PAINKILLERS IS
RIPPING THEM APART."|location|||
1942||"128.
215   INT. AIRPLANE -- NIGHT                                     215"|unknown|||
1943||"In First Class. Basher and Saul tip champagne glasses.
Virgil, Turk, and Linus all crack open copies of their story
to read."|location|||
1944|TURK|"I've got an idea for another
Dominique story."|speech|TURK|M|True
1945|VIRGIL|Can we finish this one first?|speech|VIRGIL|M|True
1946|TURK|Just let me tell it to you.|speech|TURK|M|True
1947|VIRGIL|No.|speech|VIRGIL|M|True
1948|TURK|It's like three sentences.|speech|TURK|M|True
1949|VIRGIL|"I'm serious; you're asking too
much."|speech|VIRGIL|M|True
1950||"Virgil puts on his headset. Turk leans over to Linus and
begins to speak. Linus, reading, holds his finger up.
Yen reads a magazine. Reuben glances at it."|location|||
1951|REUBEN|"May I look at that when you're
through with it?"|speech|REUBEN|F|True
1952||"Yen says something. It would seem he is okay with that.
Livingston speaks into his VOICE RECORDER."|location|||
1953||"(trying to be
dispassionate)"|unknown|||
1954|LIVINGSTON|"All in all, it was depressingly
familiar. The forced camaraderie,
the hollow smiles. Scared to take a
moment's reflection. Scared to
imagine a different life. We
behaved like boys."|speech|LIVINGSTON|M|True
1955||(beat, he chokes)|unknown|||
1956|LIVINGSTON|But...|speech|LIVINGSTON|M|True
1957||"(CONTINUED)
129.
215   CONTINUED:                                                  215"|unknown|||
1958||"He begins to weep, quietly, but very quickly regains his
composure."|location|||
1959||LIVINGSTON|unknown|||
1960|LIVINGSTON|"I'm Livingston Dell. Thanks for
listening."|speech|LIVINGSTON|M|True
1961||216   EXT. VILLA -- NIGHT                                        216|unknown|||
1962||Tess and Danny enjoy the sunrise.|location|||
1963|TESS|When do you want to go back?|speech|TESS|F|True
1964|DANNY|Feel like traveling?|speech|DANNY|M|True
1965|TESS|Yeah. Don't you?|speech|TESS|F|True
1966||DANNY|unknown|||
1967|TESS|Yeah.|speech|TESS|F|True
1968||Toulour enters with THE LAST BEAUTIFUL WOMAN in tow.|location|||
1969|TOULOUR|"Tess. Danny. This is Monica
Bellucci."|speech|TOULOUR|M|True
1970||And indeed it is.|location|||
1971||MONICA|unknown|||
1972|TOULOUR|Hello.|speech|TOULOUR|M|True
1973||TESS & DANNY|unknown|||
1974|TOULOUR|Hello.|speech|TOULOUR|M|True
1975|TOULOUR|"We're thinking of taking a trip to
the states. Take a look around.
We'd love to meet some of your
friends while we're there.
Actually, one friend in particular."|speech|TOULOUR|M|True
1976||217   EXT. SKY OVER ZANZIBAR -- DAY                              217|unknown|||
1977||We follow the Gulfstream jet.|location|||
1978||"130.
218   INT. JET -- DAY                                             218"|unknown|||
1979||"Isabel looks out the window. Rusty watches her, She looks
over at him, then back out the window."|location|||
1980||219   EXT. BEACH HOUSE -- DAY                                     219|unknown|||
1981||"Stunning. Classic. Rusty and Isabel pull up.
He takes her hand and leads her inside."|location|||
1982||220   INT. BEACH HOUSE -- DAY                                     220|unknown|||
1983||Rusty and Isabel walk through the house.|location|||
1984|RUSTY|There he is.|speech|RUSTY|M|True
1985||"Rusty indicates the back porch. A figure sits in a lounge
chair, reading a book. This is LEMARC."|location|||
1986|RUSTY (cont'd)|Gaspar!|speech|RUSTY|M|True
1987|ISABEL|Gaspar? That was my fa--|speech|ISABEL|F|True
1988||"Isabel looks to the porch just as LE MARC, her father, turns
to face her. She goes to him and they embrace."|location|||
1989|ISABEL (cont'd)|Daddy.|speech|ISABEL|F|True
1990||"LeMarc looks to Rusty.
Rusty salutes, makes a drinking gesture and heads for the
kitchen.
The sound of a jet takes us to"|location|||
1991||221   A GLOBE                                                     221|unknown|||
1992||As we rotate from Toulour's villa to LAS VEGAS, NEVADA|location|||
1993||"CUT TO:
131.
222   ESTABLISHING SHOTS                                                222"|unknown|||
